elapsed_time,V1
'00:00:51.211',-0.030
'00:00:51.214',-0.050
'00:00:51.217',-0.060
'00:00:51.219',-0.040
'00:00:51.222',-0.025
'00:00:51.225',-0.030
'00:00:51.228',-0.050
'00:00:51.231',-0.060
'00:00:51.233',-0.070
'00:00:51.236',-0.050
'00:00:51.239',-0.055
'00:00:51.242',-0.035
'00:00:51.244',-0.015
'00:00:51.247',0.015
'00:00:51.250',0.025
'00:00:51.253',0.035
'00:00:51.256',0.030
'00:00:51.258',0.020
'00:00:51.261',0.000
'00:00:51.264',-0.005
'00:00:51.267',0.010
'00:00:51.269',0.025
'00:00:51.272',0.030
'00:00:51.275',0.045
'00:00:51.278',0.030
'00:00:51.281',0.015
'00:00:51.283',0.020
'00:00:51.286',0.030
'00:00:51.289',0.055
'00:00:51.292',0.090
'00:00:51.294',0.085
'00:00:51.297',0.090
'00:00:51.300',0.080
'00:00:51.303',0.080
'00:00:51.306',0.105
'00:00:51.308',0.100
'00:00:51.311',0.120
'00:00:51.314',0.115
'00:00:51.317',0.105
'00:00:51.319',0.130
'00:00:51.322',0.140
'00:00:51.325',0.130
'00:00:51.328',0.115
'00:00:51.331',0.120
'00:00:51.333',0.120
'00:00:51.336',0.135
'00:00:51.339',0.155
'00:00:51.342',0.160
'00:00:51.344',0.160
'00:00:51.347',0.160
'00:00:51.350',0.165
'00:00:51.353',0.185
'00:00:51.356',0.200
'00:00:51.358',0.200
'00:00:51.361',0.200
'00:00:51.364',0.190
'00:00:51.367',0.205
'00:00:51.369',0.215
'00:00:51.372',0.220
'00:00:51.375',0.240
'00:00:51.378',0.235
'00:00:51.381',0.215
'00:00:51.383',0.215
'00:00:51.386',0.225
'00:00:51.389',0.245
'00:00:51.392',0.250
'00:00:51.394',0.245
'00:00:51.397',0.240
'00:00:51.400',0.250
'00:00:51.403',0.260
'00:00:51.406',0.265
'00:00:51.408',0.255
'00:00:51.411',0.260
'00:00:51.414',0.255
'00:00:51.417',0.250
'00:00:51.419',0.265
'00:00:51.422',0.285
'00:00:51.425',0.275
'00:00:51.428',0.260
'00:00:51.431',0.270
'00:00:51.433',0.270
'00:00:51.436',0.270
'00:00:51.439',0.285
'00:00:51.442',0.305
'00:00:51.444',0.305
'00:00:51.447',0.290
'00:00:51.450',0.290
'00:00:51.453',0.295
'00:00:51.456',0.305
'00:00:51.458',0.300
'00:00:51.461',0.310
'00:00:51.464',0.295
'00:00:51.467',0.295
'00:00:51.469',0.310
'00:00:51.472',0.320
'00:00:51.475',0.315
'00:00:51.478',0.310
'00:00:51.481',0.295
'00:00:51.483',0.290
'00:00:51.486',0.295
'00:00:51.489',0.320
'00:00:51.492',0.300
'00:00:51.494',0.285
'00:00:51.497',0.270
'00:00:51.500',0.270
'00:00:51.503',0.285
'00:00:51.506',0.290
'00:00:51.508',0.290
'00:00:51.511',0.290
'00:00:51.514',0.290
'00:00:51.517',0.285
'00:00:51.519',0.295
'00:00:51.522',0.305
'00:00:51.525',0.285
'00:00:51.528',0.285
'00:00:51.531',0.275
'00:00:51.533',0.285
'00:00:51.536',0.280
'00:00:51.539',0.285
'00:00:51.542',0.280
'00:00:51.544',0.270
'00:00:51.547',0.260
'00:00:51.550',0.250
'00:00:51.553',0.265
'00:00:51.556',0.270
'00:00:51.558',0.250
'00:00:51.561',0.270
'00:00:51.564',0.260
'00:00:51.567',0.255
'00:00:51.569',0.270
'00:00:51.572',0.275
'00:00:51.575',0.285
'00:00:51.578',0.270
'00:00:51.581',0.270
'00:00:51.583',0.240
'00:00:51.586',0.250
'00:00:51.589',0.245
'00:00:51.592',0.245
'00:00:51.594',0.220
'00:00:51.597',0.205
'00:00:51.600',0.220
'00:00:51.603',0.235
'00:00:51.606',0.235
'00:00:51.608',0.225
'00:00:51.611',0.230
'00:00:51.614',0.230
'00:00:51.617',0.250
'00:00:51.619',0.250
'00:00:51.622',0.270
'00:00:51.625',0.260
'00:00:51.628',0.240
'00:00:51.631',0.225
'00:00:51.633',0.245
'00:00:51.636',0.265
'00:00:51.639',0.270
'00:00:51.642',0.275
'00:00:51.644',0.275
'00:00:51.647',0.270
'00:00:51.650',0.285
'00:00:51.653',0.290
'00:00:51.656',0.295
'00:00:51.658',0.300
'00:00:51.661',0.300
'00:00:51.664',0.285
'00:00:51.667',0.260
'00:00:51.669',0.255
'00:00:51.672',0.260
'00:00:51.675',0.260
'00:00:51.678',0.250
'00:00:51.681',0.245
'00:00:51.683',0.235
'00:00:51.686',0.235
'00:00:51.689',0.235
'00:00:51.692',0.240
'00:00:51.694',0.245
'00:00:51.697',0.225
'00:00:51.700',0.210
'00:00:51.703',0.205
'00:00:51.706',0.200
'00:00:51.708',0.210
'00:00:51.711',0.215
'00:00:51.714',0.210
'00:00:51.717',0.210
'00:00:51.719',0.195
'00:00:51.722',0.195
'00:00:51.725',0.195
'00:00:51.728',0.195
'00:00:51.731',0.185
'00:00:51.733',0.205
'00:00:51.736',0.220
'00:00:51.739',0.220
'00:00:51.742',0.210
'00:00:51.744',0.210
'00:00:51.747',0.185
'00:00:51.750',0.210
'00:00:51.753',0.205
'00:00:51.756',0.210
'00:00:51.758',0.225
'00:00:51.761',0.225
'00:00:51.764',0.200
'00:00:51.767',0.200
'00:00:51.769',0.205
'00:00:51.772',0.210
'00:00:51.775',0.200
'00:00:51.778',0.200
'00:00:51.781',0.205
'00:00:51.783',0.215
'00:00:51.786',0.230
'00:00:51.789',0.230
'00:00:51.792',0.225
'00:00:51.794',0.215
'00:00:51.797',0.200
'00:00:51.800',0.200
'00:00:51.803',0.200
'00:00:51.806',0.190
'00:00:51.808',0.165
'00:00:51.811',0.150
'00:00:51.814',0.140
'00:00:51.817',0.140
'00:00:51.819',0.160
'00:00:51.822',0.170
'00:00:51.825',0.140
'00:00:51.828',0.090
'00:00:51.831',0.020
'00:00:51.833',-0.070
'00:00:51.836',-0.180
'00:00:51.839',-0.325
'00:00:51.842',-0.545
'00:00:51.844',-0.800
'00:00:51.847',-1.030
'00:00:51.850',-1.130
'00:00:51.853',-1.125
'00:00:51.856',-1.075
'00:00:51.858',-1.045
'00:00:51.861',-1.010
'00:00:51.864',-0.970
'00:00:51.867',-0.925
'00:00:51.869',-0.850
'00:00:51.872',-0.790
'00:00:51.875',-0.760
'00:00:51.878',-0.725
'00:00:51.881',-0.685
'00:00:51.883',-0.645
'00:00:51.886',-0.580
'00:00:51.889',-0.505
'00:00:51.892',-0.475
'00:00:51.894',-0.445
'00:00:51.897',-0.405
'00:00:51.900',-0.330
'00:00:51.903',-0.235
'00:00:51.906',-0.135
'00:00:51.908',-0.080
'00:00:51.911',-0.020
'00:00:51.914',0.040
'00:00:51.917',0.095
'00:00:51.919',0.160
'00:00:51.922',0.220
'00:00:51.925',0.270
'00:00:51.928',0.310
'00:00:51.931',0.335
'00:00:51.933',0.345
'00:00:51.936',0.355
'00:00:51.939',0.385
'00:00:51.942',0.385
'00:00:51.944',0.375
'00:00:51.947',0.375
'00:00:51.950',0.375
'00:00:51.953',0.405
'00:00:51.956',0.425
'00:00:51.958',0.435
'00:00:51.961',0.435
'00:00:51.964',0.440
'00:00:51.967',0.435
'00:00:51.969',0.450
'00:00:51.972',0.430
'00:00:51.975',0.435
'00:00:51.978',0.415
'00:00:51.981',0.410
'00:00:51.983',0.415
'00:00:51.986',0.425
'00:00:51.989',0.450
'00:00:51.992',0.455
'00:00:51.994',0.455
'00:00:51.997',0.445
'00:00:52.000',0.450
'00:00:52.003',0.465
'00:00:52.006',0.480
'00:00:52.008',0.475
'00:00:52.011',0.470
'00:00:52.014',0.475
'00:00:52.017',0.475
'00:00:52.019',0.465
'00:00:52.022',0.475
'00:00:52.025',0.475
'00:00:52.028',0.470
'00:00:52.031',0.460
'00:00:52.033',0.480
'00:00:52.036',0.485
'00:00:52.039',0.500
'00:00:52.042',0.510
'00:00:52.044',0.505
'00:00:52.047',0.490
'00:00:52.050',0.495
'00:00:52.053',0.505
'00:00:52.056',0.510
'00:00:52.058',0.510
'00:00:52.061',0.505
'00:00:52.064',0.500
'00:00:52.067',0.495
'00:00:52.069',0.490
'00:00:52.072',0.490
'00:00:52.075',0.485
'00:00:52.078',0.485
'00:00:52.081',0.480
'00:00:52.083',0.465
'00:00:52.086',0.485
'00:00:52.089',0.495
'00:00:52.092',0.490
'00:00:52.094',0.485
'00:00:52.097',0.475
'00:00:52.100',0.470
'00:00:52.103',0.485
'00:00:52.106',0.485
'00:00:52.108',0.480
'00:00:52.111',0.465
'00:00:52.114',0.435
'00:00:52.117',0.425
'00:00:52.119',0.430
'00:00:52.122',0.425
'00:00:52.125',0.425
'00:00:52.128',0.415
'00:00:52.131',0.415
'00:00:52.133',0.410
'00:00:52.136',0.415
'00:00:52.139',0.400
'00:00:52.142',0.395
'00:00:52.144',0.400
'00:00:52.147',0.390
'00:00:52.150',0.370
'00:00:52.153',0.365
'00:00:52.156',0.350
'00:00:52.158',0.340
'00:00:52.161',0.345
'00:00:52.164',0.330
'00:00:52.167',0.340
'00:00:52.169',0.335
'00:00:52.172',0.315
'00:00:52.175',0.295
'00:00:52.178',0.300
'00:00:52.181',0.280
'00:00:52.183',0.275
'00:00:52.186',0.260
'00:00:52.189',0.270
'00:00:52.192',0.265
'00:00:52.194',0.265
'00:00:52.197',0.255
'00:00:52.200',0.260
'00:00:52.203',0.260
'00:00:52.206',0.270
'00:00:52.208',0.255
'00:00:52.211',0.260
'00:00:52.214',0.245
'00:00:52.217',0.245
'00:00:52.219',0.250
'00:00:52.222',0.265
'00:00:52.225',0.270
'00:00:52.228',0.265
'00:00:52.231',0.270
'00:00:52.233',0.250
'00:00:52.236',0.255
'00:00:52.239',0.270
'00:00:52.242',0.265
'00:00:52.244',0.265
'00:00:52.247',0.255
'00:00:52.250',0.275
'00:00:52.253',0.290
'00:00:52.256',0.305
'00:00:52.258',0.295
'00:00:52.261',0.280
'00:00:52.264',0.290
'00:00:52.267',0.290
'00:00:52.269',0.300
'00:00:52.272',0.310
'00:00:52.275',0.305
'00:00:52.278',0.305
'00:00:52.281',0.305
'00:00:52.283',0.305
'00:00:52.286',0.320
'00:00:52.289',0.315
'00:00:52.292',0.310
'00:00:52.294',0.305
'00:00:52.297',0.300
'00:00:52.300',0.305
'00:00:52.303',0.315
'00:00:52.306',0.325
'00:00:52.308',0.330
'00:00:52.311',0.330
'00:00:52.314',0.330
'00:00:52.317',0.330
'00:00:52.319',0.340
'00:00:52.322',0.350
'00:00:52.325',0.345
'00:00:52.328',0.335
'00:00:52.331',0.315
'00:00:52.333',0.320
'00:00:52.336',0.325
'00:00:52.339',0.355
'00:00:52.342',0.330
'00:00:52.344',0.335
'00:00:52.347',0.320
'00:00:52.350',0.300
'00:00:52.353',0.320
'00:00:52.356',0.320
'00:00:52.358',0.335
'00:00:52.361',0.335
'00:00:52.364',0.330
'00:00:52.367',0.325
'00:00:52.369',0.310
'00:00:52.372',0.320
'00:00:52.375',0.315
'00:00:52.378',0.325
'00:00:52.381',0.310
'00:00:52.383',0.300
'00:00:52.386',0.295
'00:00:52.389',0.300
'00:00:52.392',0.290
'00:00:52.394',0.285
'00:00:52.397',0.280
'00:00:52.400',0.270
'00:00:52.403',0.290
'00:00:52.406',0.295
'00:00:52.408',0.300
'00:00:52.411',0.295
'00:00:52.414',0.290
'00:00:52.417',0.285
'00:00:52.419',0.315
'00:00:52.422',0.325
'00:00:52.425',0.335
'00:00:52.428',0.295
'00:00:52.431',0.275
'00:00:52.433',0.250
'00:00:52.436',0.255
'00:00:52.439',0.275
'00:00:52.442',0.265
'00:00:52.444',0.270
'00:00:52.447',0.260
'00:00:52.450',0.250
'00:00:52.453',0.260
'00:00:52.456',0.275
'00:00:52.458',0.270
'00:00:52.461',0.275
'00:00:52.464',0.270
'00:00:52.467',0.265
'00:00:52.469',0.270
'00:00:52.472',0.265
'00:00:52.475',0.260
'00:00:52.478',0.260
'00:00:52.481',0.245
'00:00:52.483',0.240
'00:00:52.486',0.255
'00:00:52.489',0.270
'00:00:52.492',0.270
'00:00:52.494',0.260
'00:00:52.497',0.250
'00:00:52.500',0.240
'00:00:52.503',0.245
'00:00:52.506',0.250
'00:00:52.508',0.255
'00:00:52.511',0.245
'00:00:52.514',0.240
'00:00:52.517',0.235
'00:00:52.519',0.245
'00:00:52.522',0.265
'00:00:52.525',0.275
'00:00:52.528',0.290
'00:00:52.531',0.285
'00:00:52.533',0.260
'00:00:52.536',0.245
'00:00:52.539',0.240
'00:00:52.542',0.250
'00:00:52.544',0.255
'00:00:52.547',0.250
'00:00:52.550',0.225
'00:00:52.553',0.230
'00:00:52.556',0.230
'00:00:52.558',0.235
'00:00:52.561',0.230
'00:00:52.564',0.240
'00:00:52.567',0.235
'00:00:52.569',0.225
'00:00:52.572',0.230
'00:00:52.575',0.235
'00:00:52.578',0.250
'00:00:52.581',0.240
'00:00:52.583',0.240
'00:00:52.586',0.240
'00:00:52.589',0.250
'00:00:52.592',0.230
'00:00:52.594',0.235
'00:00:52.597',0.230
'00:00:52.600',0.225
'00:00:52.603',0.230
'00:00:52.606',0.240
'00:00:52.608',0.240
'00:00:52.611',0.215
'00:00:52.614',0.205
'00:00:52.617',0.205
'00:00:52.619',0.220
'00:00:52.622',0.235
'00:00:52.625',0.250
'00:00:52.628',0.240
'00:00:52.631',0.225
'00:00:52.633',0.225
'00:00:52.636',0.245
'00:00:52.639',0.270
'00:00:52.642',0.250
'00:00:52.644',0.265
'00:00:52.647',0.230
'00:00:52.650',0.240
'00:00:52.653',0.265
'00:00:52.656',0.285
'00:00:52.658',0.270
'00:00:52.661',0.275
'00:00:52.664',0.280
'00:00:52.667',0.295
'00:00:52.669',0.315
'00:00:52.672',0.325
'00:00:52.675',0.315
'00:00:52.678',0.300
'00:00:52.681',0.270
'00:00:52.683',0.265
'00:00:52.686',0.270
'00:00:52.689',0.270
'00:00:52.692',0.275
'00:00:52.694',0.265
'00:00:52.697',0.275
'00:00:52.700',0.260
'00:00:52.703',0.280
'00:00:52.706',0.290
'00:00:52.708',0.275
'00:00:52.711',0.270
'00:00:52.714',0.250
'00:00:52.717',0.250
'00:00:52.719',0.270
'00:00:52.722',0.280
'00:00:52.725',0.280
'00:00:52.728',0.270
'00:00:52.731',0.270
'00:00:52.733',0.280
'00:00:52.736',0.290
'00:00:52.739',0.305
'00:00:52.742',0.310
'00:00:52.744',0.300
'00:00:52.747',0.285
'00:00:52.750',0.280
'00:00:52.753',0.305
'00:00:52.756',0.330
'00:00:52.758',0.325
'00:00:52.761',0.310
'00:00:52.764',0.290
'00:00:52.767',0.300
'00:00:52.769',0.320
'00:00:52.772',0.330
'00:00:52.775',0.315
'00:00:52.778',0.290
'00:00:52.781',0.295
'00:00:52.783',0.290
'00:00:52.786',0.300
'00:00:52.789',0.310
'00:00:52.792',0.285
'00:00:52.794',0.265
'00:00:52.797',0.240
'00:00:52.800',0.245
'00:00:52.803',0.240
'00:00:52.806',0.250
'00:00:52.808',0.245
'00:00:52.811',0.235
'00:00:52.814',0.230
'00:00:52.817',0.220
'00:00:52.819',0.225
'00:00:52.822',0.230
'00:00:52.825',0.185
'00:00:52.828',0.120
'00:00:52.831',0.000
'00:00:52.833',-0.115
'00:00:52.836',-0.210
'00:00:52.839',-0.385
'00:00:52.842',-0.680
'00:00:52.844',-1.020
'00:00:52.847',-1.305
'00:00:52.850',-1.415
'00:00:52.853',-1.400
'00:00:52.856',-1.350
'00:00:52.858',-1.300
'00:00:52.861',-1.270
'00:00:52.864',-1.245
'00:00:52.867',-1.175
'00:00:52.869',-1.115
'00:00:52.872',-1.055
'00:00:52.875',-1.005
'00:00:52.878',-0.970
'00:00:52.881',-0.950
'00:00:52.883',-0.900
'00:00:52.886',-0.825
'00:00:52.889',-0.740
'00:00:52.892',-0.680
'00:00:52.894',-0.640
'00:00:52.897',-0.575
'00:00:52.900',-0.485
'00:00:52.903',-0.360
'00:00:52.906',-0.235
'00:00:52.908',-0.135
'00:00:52.911',-0.070
'00:00:52.914',-0.020
'00:00:52.917',0.060
'00:00:52.919',0.140
'00:00:52.922',0.245
'00:00:52.925',0.300
'00:00:52.928',0.355
'00:00:52.931',0.400
'00:00:52.933',0.435
'00:00:52.936',0.465
'00:00:52.939',0.485
'00:00:52.942',0.490
'00:00:52.944',0.515
'00:00:52.947',0.515
'00:00:52.950',0.535
'00:00:52.953',0.550
'00:00:52.956',0.570
'00:00:52.958',0.575
'00:00:52.961',0.575
'00:00:52.964',0.575
'00:00:52.967',0.575
'00:00:52.969',0.585
'00:00:52.972',0.605
'00:00:52.975',0.610
'00:00:52.978',0.600
'00:00:52.981',0.560
'00:00:52.983',0.570
'00:00:52.986',0.575
'00:00:52.989',0.605
'00:00:52.992',0.605
'00:00:52.994',0.605
'00:00:52.997',0.600
'00:00:53.000',0.615
'00:00:53.003',0.635
'00:00:53.006',0.645
'00:00:53.008',0.635
'00:00:53.011',0.635
'00:00:53.014',0.625
'00:00:53.017',0.635
'00:00:53.019',0.640
'00:00:53.022',0.665
'00:00:53.025',0.660
'00:00:53.028',0.645
'00:00:53.031',0.630
'00:00:53.033',0.635
'00:00:53.036',0.660
'00:00:53.039',0.670
'00:00:53.042',0.670
'00:00:53.044',0.650
'00:00:53.047',0.650
'00:00:53.050',0.655
'00:00:53.053',0.670
'00:00:53.056',0.690
'00:00:53.058',0.700
'00:00:53.061',0.710
'00:00:53.064',0.705
'00:00:53.067',0.685
'00:00:53.069',0.655
'00:00:53.072',0.645
'00:00:53.075',0.650
'00:00:53.078',0.660
'00:00:53.081',0.650
'00:00:53.083',0.645
'00:00:53.086',0.650
'00:00:53.089',0.660
'00:00:53.092',0.645
'00:00:53.094',0.645
'00:00:53.097',0.635
'00:00:53.100',0.630
'00:00:53.103',0.635
'00:00:53.106',0.660
'00:00:53.108',0.640
'00:00:53.111',0.630
'00:00:53.114',0.605
'00:00:53.117',0.595
'00:00:53.119',0.600
'00:00:53.122',0.600
'00:00:53.125',0.585
'00:00:53.128',0.580
'00:00:53.131',0.570
'00:00:53.133',0.550
'00:00:53.136',0.550
'00:00:53.139',0.540
'00:00:53.142',0.530
'00:00:53.144',0.525
'00:00:53.147',0.505
'00:00:53.150',0.500
'00:00:53.153',0.505
'00:00:53.156',0.495
'00:00:53.158',0.470
'00:00:53.161',0.450
'00:00:53.164',0.425
'00:00:53.167',0.430
'00:00:53.169',0.425
'00:00:53.172',0.420
'00:00:53.175',0.410
'00:00:53.178',0.385
'00:00:53.181',0.360
'00:00:53.183',0.350
'00:00:53.186',0.350
'00:00:53.189',0.340
'00:00:53.192',0.340
'00:00:53.194',0.325
'00:00:53.197',0.320
'00:00:53.200',0.315
'00:00:53.203',0.320
'00:00:53.206',0.325
'00:00:53.208',0.330
'00:00:53.211',0.320
'00:00:53.214',0.320
'00:00:53.217',0.295
'00:00:53.219',0.300
'00:00:53.222',0.310
'00:00:53.225',0.305
'00:00:53.228',0.300
'00:00:53.231',0.295
'00:00:53.233',0.300
'00:00:53.236',0.310
'00:00:53.239',0.315
'00:00:53.242',0.305
'00:00:53.244',0.305
'00:00:53.247',0.300
'00:00:53.250',0.310
'00:00:53.253',0.295
'00:00:53.256',0.320
'00:00:53.258',0.310
'00:00:53.261',0.295
'00:00:53.264',0.285
'00:00:53.267',0.300
'00:00:53.269',0.330
'00:00:53.272',0.345
'00:00:53.275',0.340
'00:00:53.278',0.320
'00:00:53.281',0.310
'00:00:53.283',0.305
'00:00:53.286',0.330
'00:00:53.289',0.335
'00:00:53.292',0.330
'00:00:53.294',0.310
'00:00:53.297',0.315
'00:00:53.300',0.310
'00:00:53.303',0.325
'00:00:53.306',0.340
'00:00:53.308',0.340
'00:00:53.311',0.340
'00:00:53.314',0.345
'00:00:53.317',0.325
'00:00:53.319',0.365
'00:00:53.322',0.360
'00:00:53.325',0.345
'00:00:53.328',0.335
'00:00:53.331',0.340
'00:00:53.333',0.350
'00:00:53.336',0.345
'00:00:53.339',0.360
'00:00:53.342',0.380
'00:00:53.344',0.405
'00:00:53.347',0.390
'00:00:53.350',0.360
'00:00:53.353',0.350
'00:00:53.356',0.340
'00:00:53.358',0.340
'00:00:53.361',0.350
'00:00:53.364',0.345
'00:00:53.367',0.365
'00:00:53.369',0.375
'00:00:53.372',0.365
'00:00:53.375',0.340
'00:00:53.378',0.325
'00:00:53.381',0.325
'00:00:53.383',0.345
'00:00:53.386',0.350
'00:00:53.389',0.365
'00:00:53.392',0.355
'00:00:53.394',0.345
'00:00:53.397',0.325
'00:00:53.400',0.335
'00:00:53.403',0.345
'00:00:53.406',0.400
'00:00:53.408',0.440
'00:00:53.411',0.440
'00:00:53.414',0.375
'00:00:53.417',0.310
'00:00:53.419',0.295
'00:00:53.422',0.290
'00:00:53.425',0.280
'00:00:53.428',0.285
'00:00:53.431',0.295
'00:00:53.433',0.305
'00:00:53.436',0.315
'00:00:53.439',0.320
'00:00:53.442',0.330
'00:00:53.444',0.335
'00:00:53.447',0.345
'00:00:53.450',0.375
'00:00:53.453',0.400
'00:00:53.456',0.410
'00:00:53.458',0.365
'00:00:53.461',0.290
'00:00:53.464',0.215
'00:00:53.467',0.220
'00:00:53.469',0.245
'00:00:53.472',0.285
'00:00:53.475',0.290
'00:00:53.478',0.325
'00:00:53.481',0.330
'00:00:53.483',0.330
'00:00:53.486',0.320
'00:00:53.489',0.295
'00:00:53.492',0.280
'00:00:53.494',0.265
'00:00:53.497',0.270
'00:00:53.500',0.275
'00:00:53.503',0.290
'00:00:53.506',0.295
'00:00:53.508',0.315
'00:00:53.511',0.315
'00:00:53.514',0.305
'00:00:53.517',0.300
'00:00:53.519',0.285
'00:00:53.522',0.295
'00:00:53.525',0.290
'00:00:53.528',0.305
'00:00:53.531',0.265
'00:00:53.533',0.245
'00:00:53.536',0.265
'00:00:53.539',0.290
'00:00:53.542',0.295
'00:00:53.544',0.285
'00:00:53.547',0.290
'00:00:53.550',0.285
'00:00:53.553',0.300
'00:00:53.556',0.305
'00:00:53.558',0.280
'00:00:53.561',0.265
'00:00:53.564',0.275
'00:00:53.567',0.280
'00:00:53.569',0.280
'00:00:53.572',0.290
'00:00:53.575',0.285
'00:00:53.578',0.285
'00:00:53.581',0.275
'00:00:53.583',0.285
'00:00:53.586',0.300
'00:00:53.589',0.305
'00:00:53.592',0.295
'00:00:53.594',0.280
'00:00:53.597',0.255
'00:00:53.600',0.260
'00:00:53.603',0.285
'00:00:53.606',0.290
'00:00:53.608',0.275
'00:00:53.611',0.270
'00:00:53.614',0.260
'00:00:53.617',0.270
'00:00:53.619',0.280
'00:00:53.622',0.285
'00:00:53.625',0.275
'00:00:53.628',0.270
'00:00:53.631',0.270
'00:00:53.633',0.255
'00:00:53.636',0.280
'00:00:53.639',0.295
'00:00:53.642',0.280
'00:00:53.644',0.275
'00:00:53.647',0.260
'00:00:53.650',0.265
'00:00:53.653',0.290
'00:00:53.656',0.315
'00:00:53.658',0.330
'00:00:53.661',0.325
'00:00:53.664',0.325
'00:00:53.667',0.355
'00:00:53.669',0.380
'00:00:53.672',0.380
'00:00:53.675',0.320
'00:00:53.678',0.280
'00:00:53.681',0.275
'00:00:53.683',0.290
'00:00:53.686',0.290
'00:00:53.689',0.280
'00:00:53.692',0.270
'00:00:53.694',0.275
'00:00:53.697',0.270
'00:00:53.700',0.265
'00:00:53.703',0.265
'00:00:53.706',0.265
'00:00:53.708',0.270
'00:00:53.711',0.290
'00:00:53.714',0.270
'00:00:53.717',0.270
'00:00:53.719',0.275
'00:00:53.722',0.260
'00:00:53.725',0.260
'00:00:53.728',0.250
'00:00:53.731',0.235
'00:00:53.733',0.250
'00:00:53.736',0.250
'00:00:53.739',0.260
'00:00:53.742',0.240
'00:00:53.744',0.225
'00:00:53.747',0.230
'00:00:53.750',0.210
'00:00:53.753',0.230
'00:00:53.756',0.220
'00:00:53.758',0.205
'00:00:53.761',0.205
'00:00:53.764',0.200
'00:00:53.767',0.220
'00:00:53.769',0.240
'00:00:53.772',0.250
'00:00:53.775',0.240
'00:00:53.778',0.225
'00:00:53.781',0.210
'00:00:53.783',0.215
'00:00:53.786',0.205
'00:00:53.789',0.225
'00:00:53.792',0.235
'00:00:53.794',0.250
'00:00:53.797',0.245
'00:00:53.800',0.235
'00:00:53.803',0.230
'00:00:53.806',0.245
'00:00:53.808',0.240
'00:00:53.811',0.245
'00:00:53.814',0.245
'00:00:53.817',0.230
'00:00:53.819',0.230
'00:00:53.822',0.200
'00:00:53.825',0.185
'00:00:53.828',0.190
'00:00:53.831',0.185
'00:00:53.833',0.190
'00:00:53.836',0.195
'00:00:53.839',0.175
'00:00:53.842',0.155
'00:00:53.844',0.145
'00:00:53.847',0.150
'00:00:53.850',0.130
'00:00:53.853',0.090
'00:00:53.856',0.030
'00:00:53.858',-0.080
'00:00:53.861',-0.235
'00:00:53.864',-0.420
'00:00:53.867',-0.645
'00:00:53.869',-0.890
'00:00:53.872',-1.140
'00:00:53.875',-1.325
'00:00:53.878',-1.390
'00:00:53.881',-1.365
'00:00:53.883',-1.300
'00:00:53.886',-1.260
'00:00:53.889',-1.230
'00:00:53.892',-1.170
'00:00:53.894',-1.115
'00:00:53.897',-1.080
'00:00:53.900',-1.055
'00:00:53.903',-1.020
'00:00:53.906',-0.985
'00:00:53.908',-0.945
'00:00:53.911',-0.870
'00:00:53.914',-0.845
'00:00:53.917',-0.845
'00:00:53.919',-0.810
'00:00:53.922',-0.730
'00:00:53.925',-0.660
'00:00:53.928',-0.610
'00:00:53.931',-0.555
'00:00:53.933',-0.485
'00:00:53.936',-0.400
'00:00:53.939',-0.305
'00:00:53.942',-0.245
'00:00:53.944',-0.210
'00:00:53.947',-0.190
'00:00:53.950',-0.125
'00:00:53.953',-0.030
'00:00:53.956',0.030
'00:00:53.958',0.080
'00:00:53.961',0.130
'00:00:53.964',0.175
'00:00:53.967',0.220
'00:00:53.969',0.245
'00:00:53.972',0.260
'00:00:53.975',0.275
'00:00:53.978',0.275
'00:00:53.981',0.265
'00:00:53.983',0.250
'00:00:53.986',0.280
'00:00:53.989',0.295
'00:00:53.992',0.290
'00:00:53.994',0.285
'00:00:53.997',0.290
'00:00:54.000',0.295
'00:00:54.003',0.305
'00:00:54.006',0.325
'00:00:54.008',0.315
'00:00:54.011',0.295
'00:00:54.014',0.260
'00:00:54.017',0.245
'00:00:54.019',0.235
'00:00:54.022',0.250
'00:00:54.025',0.250
'00:00:54.028',0.230
'00:00:54.031',0.200
'00:00:54.033',0.205
'00:00:54.036',0.235
'00:00:54.039',0.265
'00:00:54.042',0.255
'00:00:54.044',0.225
'00:00:54.047',0.210
'00:00:54.050',0.205
'00:00:54.053',0.230
'00:00:54.056',0.255
'00:00:54.058',0.250
'00:00:54.061',0.235
'00:00:54.064',0.215
'00:00:54.067',0.200
'00:00:54.069',0.190
'00:00:54.072',0.200
'00:00:54.075',0.210
'00:00:54.078',0.225
'00:00:54.081',0.210
'00:00:54.083',0.200
'00:00:54.086',0.195
'00:00:54.089',0.180
'00:00:54.092',0.155
'00:00:54.094',0.160
'00:00:54.097',0.150
'00:00:54.100',0.165
'00:00:54.103',0.170
'00:00:54.106',0.190
'00:00:54.108',0.200
'00:00:54.111',0.180
'00:00:54.114',0.170
'00:00:54.117',0.150
'00:00:54.119',0.150
'00:00:54.122',0.160
'00:00:54.125',0.155
'00:00:54.128',0.150
'00:00:54.131',0.130
'00:00:54.133',0.160
'00:00:54.136',0.175
'00:00:54.139',0.180
'00:00:54.142',0.175
'00:00:54.144',0.145
'00:00:54.147',0.125
'00:00:54.150',0.120
'00:00:54.153',0.135
'00:00:54.156',0.135
'00:00:54.158',0.145
'00:00:54.161',0.135
'00:00:54.164',0.135
'00:00:54.167',0.140
'00:00:54.169',0.155
'00:00:54.172',0.160
